Date,Nivel,Rain
22/01/2005,858.4,0
23/01/2005,852.8,0
24/01/2005,850,0
25/01/2005,854.2,0
26/01/2005,859.8,0
27/01/2005,864,0
28/01/2005,864,0
29/01/2005,862.6,0
30/01/2005,861.2,0
31/01/2005,858.4,0
01/02/2005,851.4,0
02/02/2005,842.9,0
03/02/2005,834.6,0
04/02/2005,829,0
05/02/2005,824.8,0
06/02/2005,822,0
07/02/2005,817.8,0
08/02/2005,815.1,0
09/02/2005,810.9,0
10/02/2005,806.8,0
11/02/2005,798.5,0
12/02/2005,792.9,0
13/02/2005,783.3,0
14/02/2005,771,0
15/02/2005,756,0
16/02/2005,742.4,0
17/02/2005,728.9,0
18/02/2005,715.6,0
19/02/2005,702,0
20/02/2005,688.7,0
21/02/2005,674.1,0
22/02/2005,658.3,0
23/02/2005,633.4,0
24/02/2005,610,0
25/02/2005,586.8,0
26/02/2005,562.6,0
27/02/2005,537.6,0
28/02/2005,515.5,0
01/03/2005,495,0
02/03/2005,472.5,0
03/03/2005,450.5,0
04/03/2005,428.9,0
05/03/2005,407.9,0
06/03/2005,387.3,0
07/03/2005,368.2,0
08/03/2005,351.5,0
09/03/2005,336.2,0
10/03/2005,323.2,0
11/03/2005,311.4,0
12/03/2005,300.7,0
13/03/2005,288.3,0
14/03/2005,278.9,26
15/03/2005,267.8,0
16/03/2005,258.6,0
17/03/2005,250.5,0
18/03/2005,243.4,0
19/03/2005,236.4,0
20/03/2005,230.3,0
21/03/2005,225.1,0
22/03/2005,223.4,0
23/03/2005,222.5,0
24/03/2005,221.7,0
25/03/2005,220.8,0
26/03/2005,220,0
27/03/2005,219.2,0
28/03/2005,218.3,0
29/03/2005,217.5,0
30/03/2005,216.6,0
31/03/2005,215.8,0
01/04/2005,214.9,0
02/04/2005,214.1,0
03/04/2005,213.3,0
04/04/2005,212.5,3
05/04/2005,214.9,14
06/04/2005,236.4,59
07/04/2005,235.5,0
08/04/2005,257.7,75
09/04/2005,256.8,0
10/04/2005,255.9,0
11/04/2005,255,0
12/04/2005,254.1,0
13/04/2005,253.2,0
14/04/2005,252.3,0
15/04/2005,251.4,0
16/04/2005,250.5,0
17/04/2005,249.6,0
18/04/2005,248.7,0
19/04/2005,247.8,0
20/04/2005,246.9,0
21/04/2005,246,0
22/04/2005,245.2,0
23/04/2005,244.3,0
24/04/2005,243.4,0
25/04/2005,242.5,0
26/04/2005,241.6,0
27/04/2005,240.8,0
28/04/2005,239.9,0
29/04/2005,239,1
30/04/2005,237.3,0
01/05/2005,235.5,0
02/05/2005,238.1,15
03/05/2005,236.4,0
04/05/2005,234.6,0
05/05/2005,232.9,0
06/05/2005,231.2,0
07/05/2005,231.2,8
08/05/2005,229.4,8
09/05/2005,227.7,8
10/05/2005,226,0
11/05/2005,224.3,0
12/05/2005,222.6,0
13/05/2005,220.9,0
14/05/2005,219.2,0
15/05/2005,217.5,0
16/05/2005,215.8,0
17/05/2005,214.1,0
18/05/2005,212.5,0
19/05/2005,210,0
20/05/2005,207.5,0
21/05/2005,205.1,0
22/05/2005,202.7,0
23/05/2005,200.3,0
24/05/2005,197.9,0
25/05/2005,195.5,0
26/05/2005,193.2,5
27/05/2005,190.9,0
28/05/2005,188.7,0
29/05/2005,186.3,0
30/05/2005,184,8
31/05/2005,181.8,0
01/06/2005,179.5,0
02/06/2005,177.3,0
03/06/2005,175.1,0
04/06/2005,173.7,17
05/06/2005,171.5,0
06/06/2005,169.4,0
07/06/2005,167.2,0
08/06/2005,165.1,0
09/06/2005,163.7,7
10/06/2005,1177,0
11/06/2005,1153,0
12/06/2005,1130,0
13/06/2005,155.6,0
14/06/2005,153.6,0
15/06/2005,151.6,0
16/06/2005,149.6,0
17/06/2005,147.7,0
18/06/2005,145.7,0
19/06/2005,143.8,0
20/06/2005,141.9,0
21/06/2005,143.2,21
22/06/2005,141.9,0
23/06/2005,140.7,1
24/06/2005,138.9,0
25/06/2005,137,0
26/06/2005,135.2,0
27/06/2005,133.4,0
28/06/2005,131.6,0
29/06/2005,129.9,0
30/06/2005,128.1,0
01/07/2005,126.4,0
02/07/2005,124.7,0
03/07/2005,123,1
04/07/2005,121.3,0
05/07/2005,119.7,0
06/07/2005,118.6,9
07/07/2005,117,0
08/07/2005,115.4,0
09/07/2005,113.8,0
10/07/2005,112.3,0
11/07/2005,110.7,0
12/07/2005,109.2,0
13/07/2005,107.7,0
14/07/2005,106.2,0
15/07/2005,105.2,17
16/07/2005,103.8,0
17/07/2005,102.3,0
18/07/2005,100.9,0
19/07/2005,99.5,3
20/07/2005,98.6,10
21/07/2005,99.5,19
22/07/2005,98.1,0
23/07/2005,97.2,7
24/07/2005,96.3,5
25/07/2005,95,0
26/07/2005,94.1,0
27/07/2005,93.3,0
28/07/2005,92.4,0
29/07/2005,91.5,0
30/07/2005,90.7,0
31/07/2005,89.9,0
01/08/2005,89,1
02/08/2005,88.2,0
03/08/2005,87.4,0
04/08/2005,86.6,0
05/08/2005,85.8,0
06/08/2005,85,0
07/08/2005,84.2,0
08/08/2005,83.5,0
09/08/2005,83.1,5
10/08/2005,82.3,0
11/08/2005,81.6,1
12/08/2005,80.8,0
13/08/2005,80.1,0
14/08/2005,79.4,0
15/08/2005,80.5,20
16/08/2005,81.6,19
17/08/2005,83.3,26
18/08/2005,82.7,0
19/08/2005,81.9,0
20/08/2005,81.2,0
21/08/2005,80.5,0
22/08/2005,79.7,0
23/08/2005,79.4,5
24/08/2005,78.7,0
25/08/2005,77.9,0
26/08/2005,83.5,51
27/08/2005,83.1,1
28/08/2005,82.3,0
29/08/2005,81.6,0
30/08/2005,80.8,0
31/08/2005,80.1,2
01/09/2005,79.4,0
02/09/2005,79,5
03/09/2005,78.3,0
04/09/2005,72.9,0
05/09/2005,64.8,9
06/09/2005,56.7,0
07/09/2005,52.4,41
08/09/2005,50.4,3
09/09/2005,45.7,8
10/09/2005,40.1,6
11/09/2005,36.2,27
12/09/2005,32.5,0
13/09/2005,29,0
14/09/2005,25.1,0
15/09/2005,21.6,0
16/09/2005,18,5
17/09/2005,14.9,0
18/09/2005,11.8,0
19/09/2005,10,0
20/09/2005,9.1,0
21/09/2005,9,0
22/09/2005,8.9,0
23/09/2005,10.2,17
24/09/2005,10.1,0
25/09/2005,14.6,63
26/09/2005,15.3,0
27/09/2005,15.2,0
28/09/2005,16.5,41
29/09/2005,18.3,0
30/09/2005,18.18,0
01/10/2005,18.18,0
02/10/2005,18.08,0
03/10/2005,18.08,5
04/10/2005,18.3,3
05/10/2005,18.4,0
06/10/2005,18.4,0
07/10/2005,18.3,0
08/10/2005,18.2,0
09/10/2005,18.2,3
10/10/2005,18.2,0
11/10/2005,18.2,6
12/10/2005,20.7,47
13/10/2005,37.4,36
14/10/2005,104.3,61
15/10/2005,177.3,0
16/10/2005,220.9,0
17/10/2005,251.4,0
18/10/2005,280.8,0
19/10/2005,322.2,13
20/10/2005,373.4,53
21/10/2005,433.3,0
22/10/2005,503.4,2
23/10/2005,571.5,14
24/10/2005,642.6,19
25/10/2005,708.9,5
26/10/2005,790.2,15
27/10/2005,873.9,52
28/10/2005,1211,123
29/10/2005,1426.1,0
30/10/2005,1487.1,0
31/10/2005,1539.4,14
01/11/2005,1582.4,0
02/11/2005,1622,0
03/11/2005,1653,0
04/11/2005,1693,0
05/11/2005,1739,24
06/11/2005,1786,13
07/11/2005,1955,79
08/11/2005,2161,41
09/11/2005,2268,7
10/11/2005,2351,2
11/11/2005,2384,0
12/11/2005,2424,4
13/11/2005,2444,0
14/11/2005,2455,0
15/11/2005,2466,0
16/11/2005,2478,0
17/11/2005,2489,0
18/11/2005,2501,0
19/11/2005,2518,0
20/11/2005,2527,0
21/11/2005,2550,1
22/11/2005,2609,45
23/11/2005,2755,60
24/11/2005,2886,87
25/11/2005,2826,16
26/11/2005,2842,30
27/11/2005,2823,5
28/11/2005,2823,0
29/11/2005,2829,0
30/11/2005,2829,0
01/12/2005,2826,0
02/12/2005,3002,0
03/12/2005,3015,132
04/12/2005,2982,48
05/12/2005,2999,35
06/12/2005,3018,0
07/12/2005,3054,0
08/12/2005,2915,0
09/12/2005,2823,0
10/12/2005,2823,1
11/12/2005,2877,12
12/12/2005,2950,6
13/12/2005,3090,166
14/12/2005,3090,4
15/12/2005,3073,0
16/12/2005,3104,0
17/12/2005,3124,0
18/12/2005,3114,22
19/12/2005,2902,13
20/12/2005,2937,2
21/12/2005,2986,2
22/12/2005,3028,0
23/12/2005,3054,0
24/12/2005,3087,0
25/12/2005,3093,0
26/12/2005,3104,0
27/12/2005,3118,0
28/12/2005,3131,0
29/12/2005,3148,0
30/12/2005,3205,0
31/12/2005,3231,0
01/01/2006,3231,0
02/01/2006,3231,0
03/01/2006,3231,0
04/01/2006,3231,0
05/01/2006,3231,0
06/01/2006,3231,0
07/01/2006,3231,0
08/01/2006,3231,0
09/01/2006,3231,0
10/01/2006,3231,0
11/01/2006,3231,0
12/01/2006,3231,0
13/01/2006,3231,0
14/01/2006,3231,0
15/01/2006,3231,0
16/01/2006,3231,0
17/01/2006,3231,0
18/01/2006,3231,0
19/01/2006,3231,0
20/01/2006,3231,0
21/01/2006,3171,0
22/01/2006,3145,0
23/01/2006,3128,0
24/01/2006,3114,0
25/01/2006,3107,0
26/01/2006,3093,0
27/01/2006,3085,0
28/01/2006,3077,0
29/01/2006,3069,0
30/01/2006,3055,0
31/01/2006,3045,0
01/02/2006,3035,0
02/02/2006,3025,0
03/02/2006,3015,0
04/02/2006,3009,0
05/02/2006,3002,0
06/02/2006,2995,0
07/02/2006,2989,0
08/02/2006,2982,0
09/02/2006,2973,0
10/02/2006,2963,0
11/02/2006,2953,0
12/02/2006,2944,0
13/02/2006,2931,0
14/02/2006,2921,0
15/02/2006,2912,0
16/02/2006,2905,0
17/02/2006,2896,0
18/02/2006,2889,0
19/02/2006,2883,0
20/02/2006,2877,0
21/02/2006,2867,0
22/02/2006,2858,0
23/02/2006,2851,0
24/02/2006,2842,0
25/02/2006,2817,0
26/02/2006,2779,0
27/02/2006,2742,0
28/02/2006,2706,0
01/03/2006,2669,0
02/03/2006,2633,0
03/03/2006,2595,0
04/03/2006,2624,34
05/03/2006,2618,0
06/03/2006,2595,0
07/03/2006,2559,0
08/03/2006,2524,0
09/03/2006,2487,0
10/03/2006,2452,0
11/03/2006,2415,0
12/03/2006,2379,2
13/03/2006,2345,0
14/03/2006,2309,0
15/03/2006,2287,0
16/03/2006,2279,0
17/03/2006,2290,37
18/03/2006,2254,0
19/03/2006,2219,0
20/03/2006,2185,0
21/03/2006,2148,0
22/03/2006,2113,0
23/03/2006,2077,0
24/03/2006,2041,0
25/03/2006,2005,0
26/03/2006,1983,0
27/03/2006,1980,0
28/03/2006,1975,0
29/03/2006,1973,0
30/03/2006,1968,0
31/03/2006,1963,0
01/04/2006,1958,0
02/04/2006,1953,0
03/04/2006,1948,0
04/04/2006,1943,0
05/04/2006,1938,0
06/04/2006,1933,0
07/04/2006,1926,0
08/04/2006,1918,0
09/04/2006,1911,0
10/04/2006,1904,0
11/04/2006,1896,0
12/04/2006,1889,0
13/04/2006,1882,0
14/04/2006,1874,0
15/04/2006,1867,0
16/04/2006,1860,0
17/04/2006,1853,0
18/04/2006,1845,12
19/04/2006,1838,0
20/04/2006,1831,1
21/04/2006,1824,0
22/04/2006,1817,0
23/04/2006,1810,0
24/04/2006,1803,0
25/04/2006,1795,0
26/04/2006,1788,0
27/04/2006,1781,0
28/04/2006,1772,0
29/04/2006,1763,0
30/04/2006,1753,2
01/05/2006,1744,0
02/05/2006,1735,0
03/05/2006,1726,0
04/05/2006,1716,0
05/05/2006,1707,0
06/05/2006,1698,0
07/05/2006,1689,0
08/05/2006,1680,0
09/05/2006,1671,0
10/05/2006,1662,0
11/05/2006,1653,0
12/05/2006,1644,0
13/05/2006,1635,0
14/05/2006,1626,0
15/05/2006,1617,0
16/05/2006,1608,0
17/05/2006,1600,0
18/05/2006,1591,0
19/05/2006,1582,0
20/05/2006,1572,0
21/05/2006,1561,0
22/05/2006,1550,0
23/05/2006,1539,0
24/05/2006,1529,0
25/05/2006,1518,8
26/05/2006,1508,31
27/05/2006,1500,0
28/05/2006,1477,0
29/05/2006,1473,17
30/05/2006,1476,0
31/05/2006,1420,0
01/06/2006,1394,0
02/06/2006,1369,0
03/06/2006,1344,0
04/06/2006,1319,10
05/06/2006,1295,16
06/06/2006,1273,8
07/06/2006,1250,0
08/06/2006,1227,0
09/06/2006,1202,0
10/06/2006,1177,0
11/06/2006,1153,0
12/06/2006,1130,0
13/06/2006,1107,0
14/06/2006,1088,24
15/06/2006,1074,0
16/06/2006,1051,0
17/06/2006,1029,0
18/06/2006,1007,0
19/06/2006,985,0
20/06/2006,966,10
21/06/2006,944,0
22/06/2006,922,0
23/06/2006,902,8
24/06/2006,882,3
25/06/2006,860,0
26/06/2006,839,0
27/06/2006,819,11
28/06/2006,800,12
29/06/2006,796,0
30/06/2006,794,0
01/07/2006,793,0
02/07/2006,792,0
03/07/2006,790,0
04/07/2006,789,0
05/07/2006,788,0
06/07/2006,786,0
07/07/2006,785,0
08/07/2006,783,0
09/07/2006,782,0
10/07/2006,781,0
11/07/2006,779,0
12/07/2006,778,0
13/07/2006,782,31
14/07/2006,782,0
15/07/2006,781,0
16/07/2006,779,0
17/07/2006,778,0
18/07/2006,776,0
19/07/2006,774,0
20/07/2006,761,9
21/07/2006,742,1
22/07/2006,722,0
23/07/2006,703,0
24/07/2006,683,0
25/07/2006,664,0
26/07/2006,645,3
27/07/2006,626,0
28/07/2006,607,21
29/07/2006,588,5
30/07/2006,567,0
31/07/2006,550,0
01/08/2006,531,0
02/08/2006,512,0
03/08/2006,493,0
04/08/2006,474,1
05/08/2006,455,0
06/08/2006,436,0
07/08/2006,417,0
08/08/2006,399,12
09/08/2006,381,2
10/08/2006,363,7
11/08/2006,345,8
12/08/2006,330,11
13/08/2006,317,1
14/08/2006,322,20
15/08/2006,309,9
16/08/2006,312,21
17/08/2006,297,0
18/08/2006,282,0
19/08/2006,267,0
20/08/2006,278,0
21/08/2006,298,0
22/08/2006,317,0
23/08/2006,333,0
24/08/2006,357,0
25/08/2006,385,0
26/08/2006,417,0
27/08/2006,451,0
28/08/2006,491,0
29/08/2006,527,0
30/08/2006,561,0
31/08/2006,597,0
01/09/2006,632,0
02/09/2006,665,0
03/09/2006,703,17
04/09/2006,748,19
05/09/2006,794,0
06/09/2006,840,0
07/09/2006,887,0
08/09/2006,932,0
09/09/2006,974,0
10/09/2006,1018,0
11/09/2006,1060,0
12/09/2006,1103,0
13/09/2006,1143,4
14/09/2006,1185,0
15/09/2006,1229,0
16/09/2006,1273,0
17/09/2006,1321,0
18/09/2006,1363,0
19/09/2006,1394,0
20/09/2006,1420,0
21/09/2006,1440,22
22/09/2006,1467,27
23/09/2006,1491,0
24/09/2006,1516,0
25/09/2006,1561,46
26/09/2006,1604,16
27/09/2006,1637,0
28/09/2006,1662,0
29/09/2006,1687,0
30/09/2006,1714,0
01/10/2006,1725,0
02/10/2006,1716,2
03/10/2006,1700,3
04/10/2006,1684,0
05/10/2006,1739,32
06/10/2006,1779,6
07/10/2006,1777,6
08/10/2006,1781,6
09/10/2006,1802,0
10/10/2006,1817,0
11/10/2006,1829,30
12/10/2006,1829,8
13/10/2006,1829,0
14/10/2006,1833,0
15/10/2006,1826,0
16/10/2006,1817,0
17/10/2006,1812,0
18/10/2006,1803,0
19/10/2006,1795,0
20/10/2006,1788,2
21/10/2006,1784,1
22/10/2006,1779,0
23/10/2006,1772,0
24/10/2006,1786,15
25/10/2006,1786,13
26/10/2006,1862,76
27/10/2006,1926,16
28/10/2006,2026,28
29/10/2006,2108,24
30/10/2006,2193,30
31/10/2006,2241,0
01/11/2006,2265,3
02/11/2006,2290,4
03/11/2006,2298,0
04/11/2006,2298,1
05/11/2006,2298,0
06/11/2006,2298,6
07/11/2006,2282,0
08/11/2006,2282,4
09/11/2006,2295,6
10/11/2006,2295,1
11/11/2006,2301,4
12/11/2006,2298,0
13/11/2006,2298,11
14/11/2006,2298,6
15/11/2006,2295,0
16/11/2006,2295,9
17/11/2006,2290,2
18/11/2006,2293,8
19/11/2006,2315,14
20/11/2006,2329,9
21/11/2006,2337,0
22/11/2006,2356,0
23/11/2006,2362,0
24/11/2006,2367,0
25/11/2006,2370,0
26/11/2006,2367,0
27/11/2006,2365,0
28/11/2006,2365,0
29/11/2006,2362,0
30/11/2006,2356,0
01/12/2006,2354,0
02/12/2006,2351,0
03/12/2006,2351,0
04/12/2006,2348,0
05/12/2006,2342,0
06/12/2006,2334,0
07/12/2006,2326,0
08/12/2006,2320,0
09/12/2006,2315,0
10/12/2006,2309,0
11/12/2006,2362,16
12/12/2006,2458,69
13/12/2006,2524,0
14/12/2006,2547,0
15/12/2006,2565,0
16/12/2006,2583,0
17/12/2006,2600,0
18/12/2006,2633,0
19/12/2006,2669,0
20/12/2006,2703,0
21/12/2006,2742,2
22/12/2006,2782,3
23/12/2006,2823,0
24/12/2006,2832,0
25/12/2006,2845,0
26/12/2006,2861,0
27/12/2006,2867,0
28/12/2006,2883,0
29/12/2006,2896,0
30/12/2006,2905,0
31/12/2006,2918,0
01/01/2007,2928,0
02/01/2007,2940,0
03/01/2007,2950,0
04/01/2007,2963,0
05/01/2007,2973,0
06/01/2007,2986,0
07/01/2007,2983,0
08/01/2007,2973,0
09/01/2007,2966,0
10/01/2007,2958,0
11/01/2007,2940,0
12/01/2007,2918,0
13/01/2007,2899,0
14/01/2007,2889,0
15/01/2007,2877,0
16/01/2007,2861,0
17/01/2007,2851,0
18/01/2007,2829,0
19/01/2007,2817,0
20/01/2007,2810,0
21/01/2007,2795,0
22/01/2007,2773,0
23/01/2007,2761,0
24/01/2007,2739,0
25/01/2007,2706,0
26/01/2007,2669,0
27/01/2007,2639,0
28/01/2007,2618,0
29/01/2007,2598,0
